course_id,course_name,processing_status,success,csv_file_path,markdown_file_path,error_message,failure_reason
c8b24daa-3cae-40b1-8893-9f1ee630bf47,3748 Software PnP Discovery Introduction,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_39_20Z_3748_Software_PnP_Discovery_In.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_39_20Z_3748_Software_PnP_Discovery_In.md,,
cc2dbd1c-b9ec-4c33-af7a-573459c5b323,3571 Voice MPP 12.0.6,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_39_40Z_3571_Voice_MPP_12_0_6.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_39_40Z_3571_Voice_MPP_12_0_6.md,,
a9b0256a-a962-4da6-b8e8-1b1485597b16,3572 Voice PhoneOS 3.2,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_40_01Z_3572_Voice_PhoneOS_3_2.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_40_01Z_3572_Voice_PhoneOS_3_2.md,,
983fe1a0-0012-4016-bc8f-d5dde29ee9a3,3268 Switch CBS MR 3.5,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_40_22Z_3268_Switch_CBS_MR_3_5.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_40_22Z_3268_Switch_CBS_MR_3_5.md,,
166d61ca-990f-487d-8052-5948ba67a438,3746 Software Cisco Business Dashboard and Probe version 2.9.0,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_40_42Z_3746_Software_Cisco_Business_D.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_40_42Z_3746_Software_Cisco_Business_D.md,,
164457ef-2017-4860-bcdf-37dcb8adda79,3743 Software Cisco Business Mobile App 1.10.x,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_41_03Z_3743_Software_Cisco_Business_M.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_41_03Z_3743_Software_Cisco_Business_M.md,,
b526d327-b253-4e6f-ac9d-3154387b06fa,3745 Software Cisco Business Mobile App 1.11.x,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_41_23Z_3745_Software_Cisco_Business_M.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_41_23Z_3745_Software_Cisco_Business_M.md,,
34ea96f5-6900-4871-b425-e157079002a8,3562 Voice DECT Firmware 5.1.2,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_41_43Z_3562_Voice_DECT_Firmware_5_1_2.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_41_43Z_3562_Voice_DECT_Firmware_5_1_2.md,,
69108634-8c45-4b28-a7e0-e8ad130a7abb,3561 Voice 8875 PhoneOS 2.1,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_42_03Z_3561_Voice_8875_PhoneOS_2_1.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_42_03Z_3561_Voice_8875_PhoneOS_2_1.md,,
51fe43f6-5046-4623-a76f-2cf61c76eb97,3563 Voice MPP 12.0.3,success,True,C:\Users\jorcleme\projects\netacad\data\csv\GRADEBOOK_DATA_2025-07-17T16_42_23Z_3563_Voice_MPP_12_0_3.csv,C:\Users\jorcleme\projects\netacad\data\markdown\GRADEBOOK_DATA_2025-07-17T16_42_23Z_3563_Voice_MPP_12_0_3.md,,
